ID;FLAG_INTRUSO_DETECTADO;FLAG_IP_EXTRANJERA;MINUTOS_CONEXION;N_CONEXION_U3M
8948;0;0;11;15
8949;1;1;11;11
8950;0;0;7;1
8951;1;0;12;12
8952;0;1;12;3
8953;1;0;9;5
8954;0;0;12;5
8955;0;0;8;2
8956;0;0;12;2
8957;0;1;11;12
8958;0;0;12;5
8959;0;0;12;15
8960;0;1;9;4
8961;0;1;15;15
8962;1;0;13;8
8963;1;1;8;18
8964;0;0;15;13
8965;0;1;10;6
8966;0;0;14;3
8967;0;0;15;11
8968;1;1;7;13
8969;1;1;7;11
8970;1;0;12;6
8971;0;0;13;12
8972;0;0;15;2
8973;0;0;9;10
8974;0;0;12;11
8975;0;0;15;18
8976;0;0;8;14
8977;0;0;14;11
8978;1;1;12;1
8979;0;1;8;5
8980;0;0;11;9
8981;1;1;10;11
8982;0;1;13;18
8983;0;1;12;11
8984;0;0;10;15
8985;0;1;15;12
8986;0;0;12;10
8987;0;0;10;6
8988;1;1;8;10
8989;0;0;7;13
8990;1;1;11;2
8991;0;0;11;13
8992;1;0;8;15
8993;0;0;10;12
8994;0;0;14;6
8995;0;0;11;12
8996;0;0;8;8
8997;0;1;11;18
8998;1;0;7;10
8999;1;1;8;12
9000;0;0;8;15
9001;0;1;13;11
9002;0;0;14;9
9003;0;0;10;13
9004;0;0;9;7
9005;0;0;10;11
9006;1;1;10;3
9007;0;0;12;5
9008;0;0;14;18
9009;0;0;10;14
9010;0;0;14;1
9011;0;0;8;13
9012;0;1;9;16
9013;0;1;7;11
9014;0;0;15;15
9015;0;0;10;12
9016;1;0;10;18
9017;0;1;15;16
9018;0;0;12;19
9019;0;1;13;3
9020;0;0;15;12
9021;1;1;12;9
9022;0;1;8;18
9023;0;0;12;7
9024;0;0;10;5
9025;0;0;12;13
9026;1;1;10;19
9027;0;1;7;9
9028;0;0;8;6
9029;0;1;14;20
9030;1;1;14;0
9031;1;1;9;7
9032;0;1;8;17
9033;0;0;8;8
9034;0;0;12;14
9035;1;1;13;4
9036;1;0;12;16
9037;1;0;13;6
9038;1;0;8;9
9039;1;1;11;20
9040;0;0;7;15
9041;1;1;11;3
9042;0;0;7;13
9043;1;1;8;13
9044;0;1;13;13
9045;0;0;10;17
9046;1;1;9;14
9047;1;1;9;3
9048;0;0;11;15
9049;1;1;11;11
9050;0;0;7;1
9051;1;0;12;12
9052;0;1;12;3
9053;1;0;9;5
9054;0;0;12;5
9055;0;0;8;2
9056;0;0;12;2
9057;0;1;11;12
9058;0;0;12;5
9059;0;0;12;15
9060;0;1;9;4
9061;0;1;15;15
9062;1;0;13;8
9063;1;1;8;18
9064;0;0;15;13
9065;0;1;10;6
9066;0;0;14;3
9067;0;0;15;11
9068;1;1;7;13
9069;1;1;7;11
9070;1;0;12;6
9071;0;0;13;12
9072;0;0;15;2
9073;0;0;9;10
9074;0;0;12;11
9075;0;0;15;18
9076;0;0;8;14
9077;0;0;14;11
9078;1;1;12;1
9079;0;1;8;5
9080;0;0;11;9
9081;1;1;10;11
9082;0;1;13;18
9083;0;1;12;11
9084;0;0;10;15
9085;0;1;15;12
9086;0;0;12;10
9087;0;0;10;6
9088;1;1;8;10
9089;0;0;7;13
9090;1;1;11;2
9091;0;0;11;13
9092;1;0;8;15
9093;0;0;10;12
9094;0;0;14;6
9095;0;0;11;12
9096;0;0;8;8
9097;0;1;11;18
9098;1;0;7;10
9099;1;1;8;12
9100;0;0;8;15
9101;0;1;13;11
9102;0;0;14;9
9103;0;0;10;13
9104;0;0;9;7
9105;0;0;10;11
9106;1;1;10;3
9107;0;0;12;5
9108;0;0;14;18
9109;0;0;10;14
9110;0;0;14;1
9111;0;0;8;13
9112;0;1;9;16
9113;0;1;7;11
9114;0;0;15;15
9115;0;0;10;12
9116;1;0;10;18
9117;0;1;15;16
9118;0;0;12;19
9119;0;1;13;3
9120;0;0;15;12
9121;1;1;12;9
9122;0;1;8;18
9123;0;0;12;7
9124;0;0;10;5
9125;0;0;12;13
9126;1;1;10;19
9127;0;1;7;9
9128;0;0;8;6
9129;0;1;14;20
9130;1;1;14;0
9131;1;1;9;7
9132;0;1;8;17
9133;0;0;8;8
9134;0;0;12;14
9135;1;1;13;4
9136;1;0;12;16
9137;1;0;13;6
9138;1;0;8;9
9139;1;1;11;20
9140;0;0;7;15
9141;1;1;11;3
9142;0;0;7;13
9143;1;1;8;13
9144;0;1;13;13
9145;0;0;10;17
9146;1;1;9;14
9147;1;1;9;3
9148;0;0;11;15
9149;1;1;11;11
9150;0;0;7;1
9151;1;0;12;12
9152;0;1;12;3
9153;1;0;9;5
9154;0;0;12;5
9155;0;0;8;2
9156;0;0;12;2
9157;0;1;11;12
9158;0;0;12;5
9159;0;0;12;15
9160;0;1;9;4
9161;0;1;15;15
9162;1;0;13;8
9163;1;1;8;18
9164;0;0;15;13
9165;0;1;10;6
9166;0;0;14;3
9167;0;0;15;11
9168;1;1;7;13
9169;1;1;7;11
9170;1;0;12;6
9171;0;0;13;12
9172;0;0;15;2
9173;0;0;9;10
9174;0;0;12;11
9175;0;0;15;18
9176;0;0;8;14
9177;0;0;14;11
9178;1;1;12;1
9179;0;1;8;5
9180;0;0;11;9
9181;1;1;10;11
9182;0;1;13;18
9183;0;1;12;11
9184;0;0;10;15
9185;0;1;15;12
9186;0;0;12;10
9187;0;0;10;6
9188;1;1;8;10
9189;0;0;7;13
9190;1;1;11;2
9191;0;0;11;13
9192;1;0;8;15
9193;0;0;10;12
9194;0;0;14;6
9195;0;0;11;12
9196;0;0;8;8
9197;0;1;11;18
9198;1;0;7;10
9199;1;1;8;12
9200;0;0;8;15
9201;0;1;13;11
9202;0;0;14;9
9203;0;0;10;13
9204;0;0;9;7
9205;0;0;10;11
9206;1;1;10;3
9207;0;0;12;5
9208;0;0;14;18
9209;0;0;10;14
9210;0;0;14;1
9211;0;0;8;13
9212;0;1;9;16
9213;0;1;7;11
9214;0;0;15;15
9215;0;0;10;12
9216;1;0;10;18
9217;0;1;15;16
9218;0;0;12;19
9219;0;1;13;3
9220;0;0;15;12
9221;1;1;12;9
9222;0;1;8;18
9223;0;0;12;7
9224;0;0;10;5
9225;0;0;12;13
9226;1;1;10;19
9227;0;1;7;9
9228;0;0;8;6
9229;0;1;14;20
9230;1;1;14;0
9231;1;1;9;7
9232;0;1;8;17
9233;0;0;8;8
9234;0;0;12;14
9235;1;1;13;4
9236;1;0;12;16
9237;1;0;13;6
9238;1;0;8;9
9239;1;1;11;20
9240;0;0;7;15
9241;1;1;11;3
9242;0;0;7;13
9243;1;1;8;13
9244;0;1;13;13
9245;0;0;10;17
9246;1;1;9;14
9247;1;1;9;3
9248;0;0;11;15
9249;1;1;11;11
9250;0;0;7;1
9251;1;0;12;12
9252;0;1;12;3
9253;1;0;9;5
9254;0;0;12;5
9255;0;0;8;2
9256;0;0;12;2
9257;0;1;11;12
9258;0;0;12;5
9259;0;0;12;15
9260;0;1;9;4
9261;0;1;15;15
9262;1;0;13;8
9263;1;1;8;18
9264;0;0;15;13
9265;0;1;10;6
9266;0;0;14;3
9267;0;0;15;11
9268;1;1;7;13
9269;1;1;7;11
9270;1;0;12;6
9271;0;0;13;12
9272;0;0;15;2
9273;0;0;9;10
9274;0;0;12;11
9275;0;0;15;18
9276;0;0;8;14
9277;0;0;14;11
9278;1;1;12;1
9279;0;1;8;5
9280;0;0;11;9
9281;1;1;10;11
9282;0;1;13;18
9283;0;1;12;11
9284;0;0;10;15
9285;0;1;15;12
9286;0;0;12;10
9287;0;0;10;6
9288;1;1;8;10
9289;0;0;7;13
9290;1;1;11;2
9291;0;0;11;13
9292;1;0;8;15
9293;0;0;10;12
9294;0;0;14;6
9295;0;0;11;12
9296;0;0;8;8
9297;0;1;11;18
9298;1;0;7;10
9299;1;1;8;12
9300;0;0;8;15
9301;0;1;13;11
9302;0;0;14;9
9303;0;0;10;13
9304;0;0;9;7
9305;0;0;10;11
9306;1;1;10;3
9307;0;0;12;5
9308;0;0;14;18
9309;0;0;10;14
9310;0;0;14;1
9311;0;0;8;13
9312;0;1;9;16
9313;0;1;7;11
9314;0;0;15;15
9315;0;0;10;12
9316;1;0;10;18
9317;0;1;15;16
9318;0;0;12;19
9319;0;1;13;3
9320;0;0;15;12
9321;1;1;12;9
9322;0;1;8;18
9323;0;0;12;7
9324;0;0;10;5
9325;0;0;12;13
9326;1;1;10;19
9327;0;1;7;9
9328;0;0;8;6
9329;0;1;14;20
9330;1;1;14;0
9331;1;1;9;7
9332;0;1;8;17
9333;0;0;8;8
9334;0;0;12;14
9335;1;1;13;4
9336;1;0;12;16
9337;1;0;13;6
9338;1;0;8;9
9339;1;1;11;20
9340;0;0;7;15
9341;1;1;11;3
9342;0;0;7;13
9343;1;1;8;13
9344;0;1;13;13
9345;0;0;10;17
9346;1;1;9;14
9347;1;1;9;3
9348;0;0;11;15
9349;1;1;11;11
9350;0;0;7;1
9351;1;0;12;12
9352;0;1;12;3
9353;1;0;9;5
9354;0;0;12;5
9355;0;0;8;2
9356;0;0;12;2
9357;0;1;11;12
9358;0;0;12;5
9359;0;0;12;15
9360;0;1;9;4
9361;0;1;15;15
9362;1;0;13;8
9363;1;1;8;18
9364;0;0;15;13
9365;0;1;10;6
9366;0;0;14;3
9367;0;0;15;11
9368;1;1;7;13
9369;1;1;7;11
9370;1;0;12;6
9371;0;0;13;12
9372;0;0;15;2
9373;0;0;9;10
9374;0;0;12;11
9375;0;0;15;18
9376;0;0;8;14
9377;0;0;14;11
9378;1;1;12;1
9379;0;1;8;5
9380;0;0;11;9
9381;1;1;10;11
9382;0;1;13;18
9383;0;1;12;11
9384;0;0;10;15
9385;0;1;15;12
9386;0;0;12;10
9387;0;0;10;6
9388;1;1;8;10
9389;0;0;7;13
9390;1;1;11;2
9391;0;0;11;13
9392;1;0;8;15
9393;0;0;10;12
9394;0;0;14;6
9395;0;0;11;12
9396;0;0;8;8
9397;0;1;11;18
9398;1;0;7;10
9399;1;1;8;12
9400;0;0;8;15
9401;0;1;13;11
9402;0;0;14;9
9403;0;0;10;13
9404;0;0;9;7
9405;0;0;10;11
9406;1;1;10;3
9407;0;0;12;5
9408;0;0;14;18
9409;0;0;10;14
9410;0;0;14;1
9411;0;0;8;13
9412;0;1;9;16
9413;0;1;7;11
9414;0;0;15;15
9415;0;0;10;12
9416;1;0;10;18
9417;0;1;15;16
9418;0;0;12;19
9419;0;1;13;3
9420;0;0;15;12
9421;1;1;12;9
9422;0;1;8;18
9423;0;0;12;7
9424;0;0;10;5
9425;0;0;12;13
9426;1;1;10;19
9427;0;1;7;9
9428;0;0;8;6
9429;0;1;14;20
9430;1;1;14;0
9431;1;1;9;7
9432;0;1;8;17
9433;0;0;8;8
9434;0;0;12;14
9435;1;1;13;4
9436;1;0;12;16
9437;1;0;13;6
9438;1;0;8;9
9439;1;1;11;20
9440;0;0;7;15
9441;1;1;11;3
9442;0;0;7;13
9443;1;1;8;13
9444;0;1;13;13
9445;0;0;10;17
9446;1;1;9;14
9447;1;1;9;3
9448;0;0;11;15
9449;1;1;11;11
9450;0;0;7;1
9451;1;0;12;12
9452;0;1;12;3
9453;1;0;9;5
9454;0;0;12;5
9455;0;0;8;2
9456;0;0;12;2
9457;0;1;11;12
9458;0;0;12;5
9459;0;0;12;15
9460;0;1;9;4
9461;0;1;15;15
9462;1;0;13;8
9463;1;1;8;18
9464;0;0;15;13
9465;0;1;10;6
9466;0;0;14;3
9467;0;0;15;11
9468;1;1;7;13
9469;1;1;7;11
9470;1;0;12;6
9471;0;0;13;12
9472;0;0;15;2
9473;0;0;9;10
9474;0;0;12;11
9475;0;0;15;18
9476;0;0;8;14
9477;0;0;14;11
9478;1;1;12;1
9479;0;1;8;5
9480;0;0;11;9
9481;1;1;10;11
9482;0;1;13;18
9483;0;1;12;11
9484;0;0;10;15
9485;0;1;15;12
9486;0;0;12;10
9487;0;0;10;6
9488;1;1;8;10
9489;0;0;7;13
9490;1;1;11;2
9491;0;0;11;13
9492;1;0;8;15
9493;0;0;10;12
9494;0;0;14;6
9495;0;0;11;12
9496;0;0;8;8
9497;0;1;11;18
9498;1;0;7;10
9499;1;1;8;12
9500;0;0;8;15
9501;0;1;13;11
9502;0;0;14;9
9503;0;0;10;13
9504;0;0;9;7
9505;0;0;10;11
9506;1;1;10;3
9507;0;0;12;5
9508;0;0;14;18
9509;0;0;10;14
9510;0;0;14;1
9511;0;0;8;13
9512;0;1;9;16
9513;0;1;7;11
9514;0;0;15;15
9515;0;0;10;12
9516;1;0;10;18
9517;0;1;15;16
9518;0;0;12;19
9519;0;1;13;3
9520;0;0;15;12
9521;1;1;12;9
9522;0;1;8;18
9523;0;0;12;7
9524;0;0;10;5
9525;0;0;12;13
9526;1;1;10;19
9527;0;1;7;9
9528;0;0;8;6
9529;0;1;14;20
9530;1;1;14;0
9531;1;1;9;7
9532;0;1;8;17
9533;0;0;8;8
9534;0;0;12;14
9535;1;1;13;4
9536;1;0;12;16
9537;1;0;13;6
9538;1;0;8;9
9539;1;1;11;20
9540;0;0;7;15
9541;1;1;11;3
9542;0;0;7;13
9543;1;1;8;13
9544;0;1;13;13
9545;0;0;10;17
9546;1;1;9;14
9547;1;1;9;3
9548;0;0;11;15
9549;1;1;11;11
9550;0;0;7;1
9551;1;0;12;12
9552;0;1;12;3
9553;1;0;9;5
9554;0;0;12;5
9555;0;0;8;2
9556;0;0;12;2
9557;0;1;11;12
9558;0;0;12;5
9559;0;0;12;15
9560;0;1;9;4
9561;0;1;15;15
9562;1;0;13;8
9563;1;1;8;18
9564;0;0;15;13
9565;0;1;10;6
9566;0;0;14;3
9567;0;0;15;11
9568;1;1;7;13
9569;1;1;7;11
9570;1;0;12;6
9571;0;0;13;12
9572;0;0;15;2
9573;0;0;9;10
9574;0;0;12;11
9575;0;0;15;18
9576;0;0;8;14
9577;0;0;14;11
9578;1;1;12;1
9579;0;1;8;5
9580;0;0;11;9
9581;1;1;10;11
9582;0;1;13;18
9583;0;1;12;11
9584;0;0;10;15
9585;0;1;15;12
9586;0;0;12;10
9587;0;0;10;6
9588;1;1;8;10
9589;0;0;7;13
9590;1;1;11;2
9591;0;0;11;13
9592;1;0;8;15
9593;0;0;10;12
9594;0;0;14;6
9595;0;0;11;12
9596;0;0;8;8
9597;0;1;11;18
9598;1;0;7;10
9599;1;1;8;12
9600;0;0;8;15
9601;0;1;13;11
9602;0;0;14;9
9603;0;0;10;13
9604;0;0;9;7
9605;0;0;10;11
9606;1;1;10;3
9607;0;0;12;5
9608;0;0;14;18
9609;0;0;10;14
9610;0;0;14;1
9611;0;0;8;13
9612;0;1;9;16
9613;0;1;7;11
9614;0;0;15;15
9615;0;0;10;12
9616;1;0;10;18
9617;0;1;15;16
9618;0;0;12;19
9619;0;1;13;3
9620;0;0;15;12
9621;1;1;12;9
9622;0;1;8;18
9623;0;0;12;7
9624;0;0;10;5
9625;0;0;12;13
9626;1;1;10;19
9627;0;1;7;9
9628;0;0;8;6
9629;0;1;14;20
9630;1;1;14;0
9631;1;1;9;7
9632;0;1;8;17
9633;0;0;8;8
9634;0;0;12;14
9635;1;1;13;4
9636;1;0;12;16
9637;1;0;13;6
9638;1;0;8;9
9639;1;1;11;20
9640;0;0;7;15
9641;1;1;11;3
9642;0;0;7;13
9643;1;1;8;13
9644;0;1;13;13
9645;0;0;10;17
9646;1;1;9;14
9647;1;1;9;3
9648;0;0;11;15
9649;1;1;11;11
9650;0;0;7;1
9651;1;0;12;12
9652;0;1;12;3
9653;1;0;9;5
9654;0;0;12;5
9655;0;0;8;2
9656;0;0;12;2
9657;0;1;11;12
9658;0;0;12;5
9659;0;0;12;15
9660;0;1;9;4
9661;0;1;15;15
9662;1;0;13;8
9663;1;1;8;18
9664;0;0;15;13
9665;0;1;10;6
9666;0;0;14;3
9667;0;0;15;11
9668;1;1;7;13
9669;1;1;7;11
9670;1;0;12;6
9671;0;0;13;12
9672;0;0;15;2
9673;0;0;9;10
9674;0;0;12;11
9675;0;0;15;18
9676;0;0;8;14
9677;0;0;14;11
9678;1;1;12;1
9679;0;1;8;5
9680;0;0;11;9
9681;1;1;10;11
9682;0;1;13;18
9683;0;1;12;11
9684;0;0;10;15
9685;0;1;15;12
9686;0;0;12;10
9687;0;0;10;6
9688;1;1;8;10
9689;0;0;7;13
9690;1;1;11;2
9691;0;0;11;13
9692;1;0;8;15
9693;0;0;10;12
9694;0;0;14;6
9695;0;0;11;12
9696;0;0;8;8
9697;0;1;11;18
9698;1;0;7;10
9699;1;1;8;12
9700;0;0;8;15
9701;0;1;13;11
9702;0;0;14;9
9703;0;0;10;13
9704;0;0;9;7
9705;0;0;10;11
9706;1;1;10;3
9707;0;0;12;5
9708;0;0;14;18
9709;0;0;10;14
9710;0;0;14;1
9711;0;0;8;13
9712;0;1;9;16
9713;0;1;7;11
9714;0;0;15;15
9715;0;0;10;12
9716;1;0;10;18
9717;0;1;15;16
9718;0;0;12;19
9719;0;1;13;3
9720;0;0;15;12
9721;1;1;12;9
9722;0;1;8;18
9723;0;0;12;7
9724;0;0;10;5
9725;0;0;12;13
9726;1;1;10;19
9727;0;1;7;9
9728;0;0;8;6
9729;0;1;14;20
9730;1;1;14;0
9731;1;1;9;7
9732;0;1;8;17
9733;0;0;8;8
9734;0;0;12;14
9735;1;1;13;4
9736;1;0;12;16
9737;1;0;13;6
9738;1;0;8;9
9739;1;1;11;20
9740;0;0;7;15
9741;1;1;11;3
9742;0;0;7;13
9743;1;1;8;13
9744;0;1;13;13
9745;0;0;10;17
9746;1;1;9;14
9747;1;1;9;3
9748;0;0;11;15
9749;1;1;11;11
9750;0;0;7;1
9751;1;0;12;12
9752;0;1;12;3
9753;1;0;9;5
9754;0;0;12;5
9755;0;0;8;2
9756;0;0;12;2
9757;0;1;11;12
9758;0;0;12;5
9759;0;0;12;15
9760;0;1;9;4
9761;0;1;15;15
9762;1;0;13;8
9763;1;1;8;18
9764;0;0;15;13
9765;0;1;10;6
9766;0;0;14;3
9767;0;0;15;11
9768;1;1;7;13
9769;1;1;7;11
9770;1;0;12;6
9771;0;0;13;12
9772;0;0;15;2
9773;0;0;9;10
9774;0;0;12;11
9775;0;0;15;18
9776;0;0;8;14
9777;0;0;14;11
9778;1;1;12;1
9779;0;1;8;5
9780;0;0;11;9
9781;1;1;10;11
9782;0;1;13;18
9783;0;1;12;11
9784;0;0;10;15
9785;0;1;15;12
9786;0;0;12;10
9787;0;0;10;6
9788;1;1;8;10
9789;0;0;7;13
9790;1;1;11;2
9791;0;0;11;13
9792;1;0;8;15
9793;0;0;10;12
9794;0;0;14;6
9795;0;0;11;12
9796;0;0;8;8
9797;0;1;11;18
9798;1;0;7;10
9799;1;1;8;12
9800;0;0;8;15
9801;0;1;13;11
9802;0;0;14;9
9803;0;0;10;13
9804;0;0;9;7
9805;0;0;10;11
9806;1;1;10;3
9807;0;0;12;5
9808;0;0;14;18
9809;0;0;10;14
9810;0;0;14;1
9811;0;0;8;13
9812;0;1;9;16
9813;0;1;7;11
9814;0;0;15;15
9815;0;0;10;12
9816;1;0;10;18
9817;0;1;15;16
9818;0;0;12;19
9819;0;1;13;3
9820;0;0;15;12
9821;1;1;12;9
9822;0;1;8;18
9823;0;0;12;7
9824;0;0;10;5
9825;0;0;12;13
9826;1;1;10;19
9827;0;1;7;9
9828;0;0;8;6
9829;0;1;14;20
9830;1;1;14;0
9831;1;1;9;7
9832;0;1;8;17
9833;0;0;8;8
9834;0;0;12;14
9835;1;1;13;4
9836;1;0;12;16
9837;1;0;13;6
9838;1;0;8;9
9839;1;1;11;20
9840;0;0;7;15
9841;1;1;11;3
9842;0;0;7;13
9843;1;1;8;13
9844;0;1;13;13
9845;0;0;10;17
9846;1;1;9;14
9847;1;1;9;3
9848;0;0;11;15
9849;1;1;11;11
9850;0;0;7;1
9851;1;0;12;12
9852;0;1;12;3
9853;1;0;9;5
9854;0;0;12;5
9855;0;0;8;2
9856;0;0;12;2
9857;0;1;11;12
9858;0;0;12;5
9859;0;0;12;15
9860;0;1;9;4
9861;0;1;15;15
9862;1;0;13;8
9863;1;1;8;18
9864;0;0;15;13
9865;0;1;10;6
9866;0;0;14;3
9867;0;0;15;11
9868;1;1;7;13
9869;1;1;7;11
9870;1;0;12;6
9871;0;0;13;12
9872;0;0;15;2
9873;0;0;9;10
9874;0;0;12;11
9875;0;0;15;18
9876;0;0;8;14
9877;0;0;14;11
9878;1;1;12;1
9879;0;1;8;5
9880;0;0;11;9
9881;1;1;10;11
9882;0;1;13;18
9883;0;1;12;11
9884;0;0;10;15
9885;0;1;15;12
9886;0;0;12;10
9887;0;0;10;6
9888;1;1;8;10
9889;0;0;7;13
9890;1;1;11;2
9891;0;0;11;13
9892;1;0;8;15
9893;0;0;10;12
9894;0;0;14;6
9895;0;0;11;12
9896;0;0;8;8
9897;0;1;11;18
9898;1;0;7;10
9899;1;1;8;12
9900;0;0;8;15
9901;0;1;13;11
9902;0;0;14;9
9903;0;0;10;13
9904;0;0;9;7
9905;0;0;10;11
9906;1;1;10;3
9907;0;0;12;5
9908;0;0;14;18
9909;0;0;10;14
9910;0;0;14;1
9911;0;0;8;13
9912;0;1;9;16
9913;0;1;7;11
9914;0;0;15;15
9915;0;0;10;12
9916;1;0;10;18
9917;0;1;15;16
9918;0;0;12;19
9919;0;1;13;3
9920;0;0;15;12
9921;1;1;12;9
9922;0;1;8;18
9923;0;0;12;7
9924;0;0;10;5
9925;0;0;12;13
9926;1;1;10;19
9927;0;1;7;9
9928;0;0;8;6
9929;0;1;14;20
9930;1;1;14;0
9931;1;1;9;7
9932;0;1;8;17
9933;0;0;8;8
9934;0;0;12;14
9935;1;1;13;4
9936;1;0;12;16
9937;1;0;13;6
9938;1;0;8;9
9939;1;1;11;20
9940;0;0;7;15
9941;1;1;11;3
9942;0;0;7;13
9943;1;1;8;13
9944;0;1;13;13
9945;0;0;10;17
9946;1;1;9;14
9947;1;1;9;3
9948;0;0;11;15
9949;1;1;11;11
9950;0;0;7;1
9951;1;0;12;12
9952;0;1;12;3
9953;1;0;9;5
9954;0;0;12;5
9955;0;0;8;2
9956;0;0;12;2
9957;0;1;11;12
9958;0;0;12;5
9959;0;0;12;15
9960;0;1;9;4
9961;0;1;15;15
9962;1;0;13;8
9963;1;1;8;18
9964;0;0;15;13
9965;0;1;10;6
9966;0;0;14;3
9967;0;0;15;11
9968;1;1;7;13
9969;1;1;7;11
9970;1;0;12;6
9971;0;0;13;12
9972;0;0;15;2
9973;0;0;9;10
9974;0;0;12;11
9975;0;0;15;18
9976;0;0;8;14
9977;0;0;14;11
9978;1;1;12;1
9979;0;1;8;5
9980;0;0;11;9
9981;1;1;10;11
9982;0;1;13;18
9983;0;1;12;11
9984;0;0;10;15
9985;0;1;15;12
9986;0;0;12;10
9987;0;0;10;6
9988;1;1;8;10
9989;0;0;7;13
9990;1;1;11;2
9991;0;0;11;13
9992;1;0;8;15
9993;0;0;10;12
9994;0;0;14;6
9995;0;0;11;12
9996;0;0;8;8
9997;0;1;11;18
9998;1;0;7;10
9999;1;1;8;12
10000;0;0;8;15
